index,sentiment,text
464,neutral,- Provides summary of the medical equipment pipeline products that the company is developing .
2503,neutral,Latvia 's Stockmann shopping mall is a subsidiary of Finland 's Stockmann Plc. .
3267,neutral,"The hosting mobile terminal guides information flow between itself , the participating terminals , and optionally , with network servers that may assist the hosting mobile terminal ."
4823,neutral,"It holds 38 percent of Outokumpu 's shares and voting rights , but in 2001 lawmakers gave it permission to reduce the stake to 10 percent ."
3657,neutral,Kauko-Telko 's centralized administration will be dissolved and appropriate parts of it will be transferred to operating activities and Group administration by the end of the year .
3047,neutral,"Niina Nenonen , Marimekko 's current director for clothing , bags and accessories lines , will take up this role ."
2179,positive,Production will expand to other of Elcoteq 's locations including Mexico and Hungary during 2010 .
1681,neutral,"Today , we are connecting people in new and different ways - fusing advanced mobile technology with personalized services to enable people to stay close to what matters to them ."
2314,positive,The proportion of Estonian and Lithuanian passengers on the Tallinn-Helsinki route also grew in July .
1809,neutral,Nordea Bank has a large share and vast experience in the Nordic credit card market .
2800,neutral,"An acquisition of TeliaSonera would be France Telecom 's biggest since its 2000 purchase of Orange plc for  27.8 billion ( $ 55.1 billion ) and would create the world 's fourth-largest telecom company behind AT&T Inc. , Verizon Communications Inc. and NTT Corp. of Japan ."
3215,neutral,"The contract comprises a log handling line , a peeling line , and a veneer drying and grading line ."
1946,positive,"Cooper SH , the UK distributor for lift equipment manufacturer Konecranes , won the five-year deal which involves low maintenance and fuel saving technologies ."
3890,positive,"The production capacity can be tripled without any major additional investments , the company said ."
2581,neutral,Teleste was set up in 1954 and is divided into Broadband Cable Networks and Video Networks business areas .
243,positive,Operating profit rose to 22.1 mln eur from 19.9 mln .
1704,neutral,"A Flurry Analytics spokesperson said that , as it was only measuring Windows Phone 7 data for some weeks , the firm double-checked the data to make sure the 66 per cent rise was not an aberration ."
401,neutral,Scandic Feed will also diversify Tosno 's product portfolio further .
2032,neutral,Operating profit for the quarter April-June 2006 amounted to EUR42 .9 m on net sales of EUR156 .3 m.
1984,neutral,"The five-storey , eco-efficient building will have a gross floor area of about 15,000 sq m. It will also include apartments ."
3543,negative,"Biohit said that it will reduce the number of leased personnel by 10 , and lay off 10 of its own personnel ."
4337,neutral,"The company operates a U.S. division in Lisle , Ill. ."
4814,negative,"Due to the rapid decrease in net sales , personnel reductions have been carried out on a wider scale than initially expected ."
4091,positive,This transaction will also rationalize our pulp and paper industry related solutions .
2695,neutral,"Tieto in Latvia is represented by IT services companies TietoEnator Alise and TietoEnator , which has operations in the industries of Financial Services Cards , Retail and Logistics and IT Outsourcing and Managed Services ."
3388,neutral,The use of validation rule base enables verifying that processing rule bases managed by different administrators fulfil some set requirements .
3549,neutral,Cargotec 's business areas also include the container handling solutions business area Kalmar and the marine cargo handling and offshore load handling solutions business area MacGREGOR .
450,positive,"The company also said on November 16 , 2006 its Real Estate Fund I Ky signed an agreement with Finnish window maker Fenestra Oy to build a window plant in Forssa , southern Finland ."
1227,neutral,"Founded in 1649 , Fiskars has over 360 years of product quality excellence and is Finland 's oldest company ."
3230,negative,"The decision means temporary lay-offs of fixed duration at the company 's Nastola and Jyvaskyla units , in southern and central Finland , respectively ."
1659,neutral,"The total donation amount is EUR 1,115,000 ."
4267,neutral,"The new apartment block is going up very close to the city center , explained Chairman of the Board of AS YIT Ehitus Priit Sauk ."
2333,neutral,The annual net sales of the unit is some EUR 5 million and it currently employs some 55 people .
471,neutral,"A In August 2007 , Latvijas Finieris ordered all production lines for a new green veneer mill to be built in Ukmerge , central Lithuania ."
4127,neutral,Risk exposure by Non-life Insurance  Moving 12-month  Expenses by function in Non-life Insurance excluding expenses for investment management and expenses for other services rendered Non-life Insurance investment portfolio by allocation
3685,neutral,Mr. Doring has been with Eaton since 1989 and acted as the Business Unit Manager for Eaton 's Power Controls Business Unit since January 2007 .
2819,neutral,"Aspocomp said it will spin off its Chinese and Indian units , and some equipment from its Salo plant in Finland , into a newly-formed unit , most of which it will then sell on to Hong Kong-listed Meadville ."
1297,neutral,"Oka specialises in new construction , renovation work of residential and non-residential building as well as premises for industrial and logistical use ."
1348,neutral,"Tekla provides 3D software for building and infrastructure engineering , with a focus on building information modelling of steel and concrete structures from design to construction ."
1674,neutral,"Thus the group 's balance sheet will have about EUR 25.8 million of goodwill , the company added ."
3904,neutral,"The solution is demonstrated on a tablet developed by Aava Mobile as a multi-window system , which enables the use of several applications simultaneously , for example the viewing of messages and calendar side by side ."
2352,neutral,"H1 '08 H1 '07 Q2 '08 Q2 '07 in mln euro , unless otherwise stated Net sales 386 328.6 201 160.7 Operating profit 46.3 35.8 23.2 9.5 Pre-tax profit 33.6 26.9 18.7 5.1 Net profit 25.1 25.4 14 4.0 EPS in euro 2.20 2.36 1.24 0.38 1.0 euro = $ 1.60 www.componenta.com"
1787,positive,Metso said it has won an order worth around 40 mln eur to supply a kraftliner board machine to China 's Lee & Man Paper Co. .
2919,neutral,"F-Secure reported that : - The first half of 2008 has seen a growing number of targeted malware attacks on individuals , companies , and organizations ."
2809,negative,"As a result , the company has decided it will implement fixed-term temporary lay-offs ."
1833,neutral,"According to Mark White , Locatrix Communications ' CEO , the company 's web services interface allows device owners , friends , and family to track and locate TWIG users via any web browser ."
611,positive,"In addition , Cramo and Peab have signed exclusive five-year rental agreements in Finland and have extended their existing rental agreements in the Swedish market for another five years ."
3950,neutral,"This could be any of us at any time , '' she said ."
1407,neutral,The plant would use palm oil certified by the Roundtable on Sustainable Palm Oil ( RSPO ) .
2474,neutral,"HELSINKI AFX - Cramo said it has agreed to sell Cramo Nederland BV CNL , its Dutch machinery and equipment rental unit , to Jaston Groep for an undisclosed sum ."
3232,neutral,The divested stake represented about 2.7 m shares in Okmetic 's capital .
373,positive,The company 's market share is continued to increase further .
3874,neutral,"The operations to be sold include manufacturing units in Finland , France , Poland and Turkey , as well as sales units in Germany and Lithuania ."
1685,positive,UPM-Kymmene has generated four consecutive quarters of positive Free Cash Flow .
3062,neutral,Odell has not contacted the State of Finland in this issue .
3920,neutral,"The total investment in the company will be EUR58m , of which Wartsila 's share will be EUR29m ."
3752,neutral,"Technopolis , St. Petersburg 's Telecommunications University and the Russian Support Fund for Legislative Initiatives signed a protocol of intent in May of this year to set up a technopark in St. Petersburg on the base of the St. Petersburg Telecommunications University ."
4281,neutral,"The utility will also provide services related to electricity management , such as hedging trades and risk management and reporting ."
2122,neutral,"In 2009 , it reported net sales of approximately EUR 6mn ."
4210,neutral,"Jussi Pesonen , member of the Sampo Board since 2006 , will renounce his seat in Sampo Board ."
3996,negative,"SSH COMMUNICATIONS SECURITY CORP STOCK EXCHANGE RELEASE OCTOBER 14 , 2008 AT 2:45 PM The Company updates its full year outlook and estimates its results to remain at loss for the full year ."
236,positive,"Net interest income was EUR 152.2 mn , up from EUR 101.0 mn in 2008 ."
3718,neutral,Part of the reductions will be made through retirement arrangements .
3976,neutral,"We bring a new , committed leadership and business and strategic know-how to the company that we buy ."
2726,neutral,"19 May 2010 - Finnish company Lemminkainen Oyj ( HEL : LEM1S ) said today that it will construct an office building at Toolonlahti in downtown Helsinki , without disclosing financial details ."
3092,neutral,"Products include Consumer Electronics devices such as mobile phones and their accessories , set-top boxes , flat panel TVs as well as System Solutions products such as infrastructure systems , modules and other industrial segment products ."
2321,positive,"Via the takeover , Panostaja further expands its business area specialising in digital printing , which since previously consists of the subsidiaries Kopijyva Oy and Sokonet Oy ."
2991,neutral,"Jeder Beta-Tester erh+Ælt kostenlos sechs Monate lang Updates und hat laut eigener Aussage die M+¦glichkeit , die finale Version zu beeinflussen ."
1218,neutral,FCC Chairman Kevin Martin said that fair play required extending the same deregulatory rules to the digital subscriber lines that telecom providers use for broadband networks .
1776,positive,Finnish Raute Precision has won large glass batch plant and mortar plant orders from Mexico and the US .
1498,neutral,"And when it has lifted the veil on the various types of customer for which it designs its phones , the result is social stereotyping taken to a fine art ."
3113,neutral,"SAN FRANCISCO ( MarketWatch ) -- Nokia Corp , the world 's largest cell-phone maker , is using the Consumer Electronics Show in Las Vegas to introduce a high-end , thin folding phone , according to a media report Monday ."
3792,neutral,The company expects its net sales for the whole 2009 to be at previous year levels .
3641,neutral,"In the Czech Republic , the smaller profiling unit at Ostrava will be closed and the machinery will be gradually relocated to Ruukki 's bigger plants in Hungary , Poland and Romania by the end of the first quarter of 2009 ."
4538,negative,stores 16 March 2010 - Finnish stationery and gift retailer Tiimari HEL : TII1V said yesterday that it will cut a total of 28 jobs in its units Tiimari Retail Ltd and Gallerix Finland Ltd as a result of the closure of shops .
4558,negative,"In Finland , OP-Pohjola 's staff union is boycotting the group 's insurance sales tasks because the company has refused to take the sale of insurance into account in determining wages ."
2097,neutral,Finnish aluminium products manufacturer Nordic Aluminium Plc ( OMX Helsinki : NOA1V ) reported on Monday ( 18 August ) an operating profit of EUR7 .9 m on net sales of EUR55 .2 m for the period January-June 2008 .
1729,positive,The company will enhance the GPRS capability in the existing 12 IDEA telecom service areas and add 10 more service areas to its network .
540,neutral,"Rautakesko 's business operations in Norway and Russia , acquired in July 2005 , are included in the figures of the comparable period , impacting sales growth starting from August ."
3716,neutral,"Paper company M-real calculated that if 100,000 biscuit cartons are made using a 25gsm lighter board , the CO2 saved over the course of 12 months would be equal to that generated by driving 1,000 km by car ."
3794,neutral,"The company had net sales of EUR 10.8 million in 2008 , and today has approximately 120 employees in Finland , Estonia and Poland ."
110,neutral,Kalmar Espana generated net sales of some 11.3 mln euro $ 14.8 mln in 2005 .
1631,neutral,The event can also be viewed as a live audio webcast at www.ahlstrom.com .
3485,neutral,"`` This agreement is a direct result of LCC 's strategy and plan that was announced earlier this year , '' said Dean Douglas , LCC 's chief executive officer ."
510,positive,The company plans to expand into the international market through its subsidiaries and distributors from 2011 onwards .
1613,neutral,"The company designs , manufactures and markets advanced composite products for industrial applications and consumer goods such as cross-country , alpine and Nordic Walking poles , floorball sticks and antenna radomes ."
1995,positive,"Excluding non-recurring items , pre-tax profit surged 45 % to EUR80m ."
1623,neutral,"The contract consists of a new building with an area of 18,000 sq m and renovation of the existing buildings ."
2045,neutral,The Finnish company claims to have over a quarter of a million contented Tulikivi fireplace business and homeowners worldwide .
3966,neutral,Underground parking facilities will also be built on the basement floor .
2092,positive,Efficiency programs totalling 100 million euros are under way in Finnair .
3163,neutral,"The approximately 20,000 dwt vessel has been ordered from India ."
3317,negative,"The personnel reduction will be carried out in Anjalankoski , Hollola , Jyvaskyla , Jarvenpaa , Karhula , Turku and Valkeakoski units ."
4258,neutral,The incident happened at 2:30 p.m. on Avenue 192 at Road 196 .
3372,neutral,The technology park will be built near St. Petersburg-based Pulkovo airport .
1719,neutral,I thank Jarmo Ukonaho warmly for his contribution and wish him all the best in the future challenges . ''
1607,neutral,"The Annual General Meeting approved that the yearly remuneration for the members of the Board of Directors shall remain at EUR 40.000 for the Chairman of the Board , EUR 30.000 for the Deputy Chairman of the Board and EUR 20.000 for other members of the Board ."
1812,neutral,"Strong brand visibility nationally and regionally is of primary importance in home sales , vehicle and consumer advertising ."
78,neutral,TELECOMWORLDWIRE-7 April 2006-TJ Group Plc sells stake in Morning Digital Design Oy Finnish IT company TJ Group Plc said on Friday 7 April that it had signed an agreement on selling its shares of Morning Digital Design Oy to Edita Oyj .
4048,negative,Rivals say Qualcomm has fewer patents on 3G phones than on earlier versions and should lower its rates .
2317,positive,This new partnership agreement represents a significant milestone for both parties .
1996,neutral,"As a result of the cancellation , the maximum increase of Citycon 's share capital on the basis of the convertible bonds decreased from EUR 23,383,927.80 to EUR 22,901,784.75 ."
3961,neutral,"Under Finnish law , Parliament grants licences to build nuclear power plants ."
2874,neutral,"During the rally , which was authorized by the city administration , a consulate official came out to the workers , spoke to them and took a letter from them ."
313,positive,"With the extension of the new contract for a further eight engines , the plant will now produce over 100 MW , it said ."
4167,neutral,"Alpina Sports is a Lebanon , New Hampshire USA based distributor of e.g. Alpina ski shoes and skis , Exel ski poles , Start ski waxes and now also Peltonen cross-country skis ."
1307,positive,"Our strong company brands - ESL Shipping , Leipurin , Telko and Kaukomarkkinat - aim to be the market leaders in their sectors ."
3399,neutral,The value of the orders is over EUR 10mn .
4614,negative,"In January-August 2009 , imports by sea in container , lorry , and trailer units fell by 27.7 % and exports by 28.6 % from the corresponding period in 2008 ."
911,positive,"The planned facility , estimated to cost around $ 814 million , would be the largest biodiesel plant in the world , and use palm oil certified by the Roundtable on Sustainable Palm Oil ( RSPO ) ."
3855,neutral,The goal is significant expansion in Finland and in the northern Baltic region .
3478,neutral,`` Lemminkainen Talo Oy 's Lahti office is a significant logistics and business premises constructor .
697,negative,"Finnish power supply solutions and systems provider Efore Oyj said its net loss widened to 3.2 mln euro $ 4.2 mln for the first quarter of fiscal 2006-2007 ending October 31 , 2007 from 900,000 euro $ 1.2 mln for the same period of fiscal 2005-06 ."
2386,neutral,"According to statistics by the Finnish Maritime Administration , shipping did not increase much in January-August 2009 , however ."
466,positive,"`` Lidskoe Pivo 's investment program foresees the integrated modernization of production , updating transport and logistics infrastructure and developing new marketing instruments , '' Mikshis said ."
1019,neutral,"Additionally , retailers can use the same hardware across all tasks in stores and throughout the warehouse , providing substantial savings on support and infrastructure costs ."
363,positive,"Revenue from July to September grew 21 percent to EURO 2.3 billion , the Finnish company said Thursday ."
2912,neutral,For the new shares subscribed with stock options all shareholder rights commence from the date on which they are entered into the Trade Register .
1842,positive,Finnish electronics manufacturer PKC Group Oyj ( OMX Helsinki : PKC1V ) said on Wednesday ( 31 December ) that it has completed the acquisition of MAN Nutzfahrzeuge AG 's cable harness business from MAN Star Trucks & Buses Spolka zoo in Poland .
1153,neutral,"According to Finnair Technical Services , the measure is above all due to the employment situation ."
1344,neutral,"Swedish , Finnish and Danish listed companies are organized in three market cap segments , Nordic Large Cap , Mid Cap and Small Cap ."
1360,neutral,"The company designs , manufactures and markets high-quality clothing , interior decoration textiles , bags and other accessories ."
4479,neutral,"According to Rautaruukki , the company wants to promote the use of emission-free energy sources ."
3806,neutral,The Company said that previously EB delivered a custom solution for LG Electronics and now is making it commercially available for other mobile terminal vendors as well as to wireless operators .
2069,positive,Finnish Ahlstrom Corporation has ordered key production equipment for a new glass nonwovens production line at its Russian Tver Mill from Finnish Vaahto Pulp & Paper Machinery ( that is part of Vaahto Group ) .
3142,neutral,Technopolis has approximately 130 customer companies in Jyvaskyla .
4412,neutral,Nordic Walking was first used as a summer training method by cross-country skiers .
4799,negative,In February the Elcoteq group sold its St Petersburg facility ; according to unconfirmed information the reason could have been supply problems because of the Russian customs service .
1524,positive,"Finnish retailer Stockmann has won approval from the board of Swedish rival Lindex for a public tender offer with the aim of expanding the companies ' presence in Russia and other CEE countries , Stockmann said Monday ."
1034,neutral,Construction is scheduled to start in April-June 2007 and to be completed in early 2008 .
2733,neutral,A few employees would remain at the Oulu plant in support functions for other group units .
4839,negative,"Operating result for the 12-month period decreased from the profit of EUR0 .4 m while turnover decreased from EUR5 .6 m , as compared to 2004 ."
3577,neutral,"Elcoteq 's global service offering covers the entire lifecycle of products , from product development to after-market services ."
4577,neutral,"In Asia earlier , Japan 's Nikkei index fell 0.62 percent and Hong Kong 's Hang Seng Index rose 0.56 percent ."
2831,neutral,Basware offers full support for all SAP versions starting from SAP 4.5 .
83,positive,Under this agreement Biohit becomes a focus supplier of pipettors and disposable pipettor tips to VWR customers throughout Europe .
79,positive,TELECOMWORLDWIRE-7 April 2006-TJ Group Plc sells stake in Morning Digital Design Oy Finnish IT company TJ Group Plc said on Friday 7 April that it had signed an agreement on selling its shares of Morning Digital Design Oy to Edita Oyj .
3359,neutral,"The share capital of Biotie Therapies Corp. constitutes 90,211,860 shares in the aggregate and the number of voting rights attached to the shares amounts to 90,211,860 ."
3813,neutral,The contract value amounts to EUR 2.4 million .
3136,neutral,Sunrise Resources operates in Russian near-shore development markets through its wholly-owned Russian subsidiary and has 80 % of its personnel in Russia .
662,positive,Airvana 's UMTS Home Base Station femto cell uses software-based functionality and off-the-shelf silicon to accelerate feature development and reduce product cost .
1439,neutral,"These products include Personal Communications products such as mobile phones and their parts , Home Communications products such as set-top boxes and electronics for flat panel TVs as well as Communications Networks products such as base-stations , tower-top amplifiers , and microwave systems ."
324,positive,Componenta 's objective with this agreement is to increase business on its existing production lines .
919,positive,"Wartsila won the contract in October 2007 and the plant will be installed at Manturovo in the Kostroma region of Russia , about 600 km northeast of Moscow , Russia ."
1440,neutral,"They re in a race with Google to get lots of users onto their service as social networking creates new business models , said Martin Garner , a London-based analyst with CCS Insight ."
754,positive,Actions to improve operational efficiency and adjust operations are expected to deliver annualised permanent cost savings of around EUR 4.5 million and will be effected mostly during the first half of 2010 .
4475,neutral,"Creating interfaces that are more similar to interactions in the real world can enable experiences that are more natural and intuitive , in the same way that modern games and movies are more immersive through the use of realistic 3-D graphics ."
4032,negative,Operating loss amounted to EUR 0.9 mn in the first half of 2006 compared to a profit of EUR 0.5 mn in the first half of 2005 .
2253,neutral,Under the terms of this agreement Lextel Group has committed to an opening order of EUR3 .75 m for Benefon mobile units to be co-branded with Capitel for the China market .
2376,neutral,"In Finland , Hamina Cargo Terminal , of Finnish Nurminen Logistics , has purchased a warehouse with ground lease rights in the Port of Hamina ."
808,positive,"Finnish Metso Paper has won an order to supply an uncoated fine paper machine to MCC Paper Yinhe , in China ."
1510,neutral,Changes to the as-built models from the design were communicated to the subcontractors to accommodate them into the steel and GRC glass reinforced concrete fabrication process .
3244,neutral,"The facility will be used to refinance Citycon 's existing credit facility , the company said ."
3105,neutral,"Retail chain Suomen L+Æhikauppa was given the index 5.8 , airline SAS 5.8 , TeliaSonera 's broadband 6.1 , German retail chain Lidl 6.1 , Tele Finland 's mobile subscriptions 6.1 , Tallink shipping line 6.3 , and power company Helsinki Energy 6.3 ."
2593,neutral,The category was marked by maturity and the recession .
2576,neutral,Talvivaara is listed on the London Stock Exchange Main Market and NASDAQ OMX Helsinki and is included in the FTSE 250 Index .
3329,neutral,The presentation material can be viewed on the company 's website in English after the conference .
656,positive,"ADP News - Nov 13 , 2008 - Finnish printed circuit board PCB maker Aspocomp Group Oyj OMX : ACG1V said today that its net loss narrowed to EUR 2 million USD 2.5 m in the first nine months of 2008 from EUR 57"
3070,neutral,"One price category is for calls on the preferred operator 's network , and another for calls on other operators ' networks ."
1921,negative,The Finnish daily Kauppalehti surmises that Finnish supplier Rautaruukki has raised its prices above Aker 's comfort zone .
1442,positive,Through this transaction we are able to participate in developing the industry .
749,positive,"A portion , $ 12.5 million , will be recorded as part of its winnings in a prior patent dispute with Finnish phone maker Nokia Oyj ."
858,positive,"Kone 's factory located at Ayanambakkam , a suburb to the west of Chennai , is a fully integrated facility which gives it the capability to address costs ."
1803,neutral,Any investment or investment activity to which this communication relates is only available to relevant persons and will be engaged in only with relevant persons .
4094,positive,"Cash flow from operations totalled EUR 7.4 mn , compared to a negative EUR 68.6 mn in the second quarter of 2008 ."
4384,negative,The move was triggered by weak demand for forestry equipment and the uncertain market situation .
4123,neutral,Olli-Pekka Kallasvuo was elected as vice chairman of the Board .
844,positive,Global Banking News - 28 September 2010 Tieto Corporation and Pohjola Bank ( PINK : POJLF ) are to cooperate on SWIFT services .
833,positive,"Finland 's national carrier Finnair PLC carried a record 8.5 million passengers in 2005 , an increase of 4.5 percent on the previous year , the airline reported Tuesday ."
2927,neutral,"Global Markets Direct 's Pohjola Bank plc - Financial Analysis Review is an in-depth business , financial analysis of Pohjola Bank plc. ."
1614,neutral,"The company had earlier said that it was considering different strategic options for the struggling low-cost mobile operator , including a divestment of its holding ."
3797,neutral,The company has an annual turnover of EUR32 .8 m.
4498,positive,Earnings per share were higher at 0.48 against 0.37 a year before and ahead of market consensus of 0.40 eur .
3356,neutral,The sellers were the founders of the company .
213,positive,"In January-September 2009 , the Group 's net interest income increased to EUR 112.4 mn from EUR 74.3 mn in January-September 2008 ."
2520,neutral,No financial details were available .
1130,positive,"`` Our decision and resolve on MeeGo is only stronger , '' she continued ."
131,positive,"The last quarter was the best quarter of 2009 in net sales , and the operating margin rose to 12.2 % ."
3087,neutral,"Presentation materials will be posted on the company 's website : www.seahawkdrilling.com in the `` Investor Relations '' section , on the `` Webcast & Presentations '' tab ."
439,neutral,"MILAN ( AFX ) - The Italian shipping group Grimaldi has increased its stake in the Finnish company Finnlines to 35.4 pct from the 30.5 pct held in June , according to news agency ANSA ."
4834,negative,Hobby Hall 's sales decrease 26 pct due to implementing a new information system that involved changing in the principal of posting sales .
4488,neutral,All Amer Sports companies develop and manufacture technically advanced products that improve the performance of active sports participants .
2421,neutral,"Besides , Pit-Produkt will enter the new segments ."
2524,neutral,No more waste-burning facilities should be built .
3467,neutral,- Cash flow from operating activities before investments was EUR 7.6 million EUR 2.5 million .
2952,neutral,"In addition , MIDs are always online and enable full Internet browsing ."
1609,neutral,"The board machine , which will have a wire width of 6.25 m and a design speed of 900 m-min , will produce close to 1,400 tonnes of folding boxboard per day ."
3800,neutral,The company plans to increase the unit 's specialist staff to several dozen -- depending on the market situation during 2010 .
853,positive,"In future , the company intends to look for know-how from outside the company and to cooperate with other actors in the sector ."
448,neutral,The companies ' aim is to finalize the negotiations and sign the contracts at the start of October 2008 .
4591,negative,"Earlier today , Geberit 's Finnish rival Uponor OYJ cut its full-year sales growth forecast to 6 pct from 10 pct , blaming tough conditions in Germany and the US , as well as currency factors ."
3765,neutral,"The Americas represents 25 % of Gemalto 's billing , and Latin America is one of the fastest growing regions for the company ."
4797,negative,"The steelmaker said that the drop in profit was explained by the continuing economic uncertainty , mixed with the current drought in bank lending , resulting in a decline in demand for its products as customers find it increasingly difficult to fund operations ."
2177,positive,"Previously , EB delivered a custom solution for LG Electronics and now is making it commercially available for other mobile terminal vendors as well as to wireless operators ."
699,negative,Salonen added that data shows producers ' pulp inventories in North America are declining . '
1727,positive,"MD Henning Bahr of Stockmann Gruppen praises the trend , since the chains become stronger and their decision-making processes more clear ."
103,positive,Construction volumes meanwhile grow at a rate of 10-15 percent annually .
4459,positive,"efficiency improvement measures 20 January 2010 - Finnish stationery and gift retailer Tiimari HEL : TII1V said today that it will continue to improve its operational efficiency , by focusing on its profitable core operations ."
3132,positive,"Stockmann and Swedish sector company AB Lindex entered into an agreement on September 30 , 2007 , whereby Stockmann , or a wholly-owned subsidiary of it , will make a public tender offer for all of Lindex 's issued shares ."
2832,neutral,"Beef imports fell slightly from 2006 , to 14mn kilos ."
523,neutral,The phones are targeted at first time users in growth markets .
3017,positive,"( ADPnews ) - Nov 9 , 2009 - Four companies have agreed to buy for a combined SEK 5.9 billion ( USD 854m-EUR 571.8 m ) all drug stores offered for sale as part of the restructuring of Swedish stated-owned pharmacy monopoly Apoteket AB , t"
3851,neutral,"The figure includes the change in the fair value of the property portfolio , EUR 26.2 million ."
1102,neutral,The ore body is sufficient to support anticipated production for at least 46 years .
1821,neutral,"Tip of the week Panfish like bluegills are great fun to catch , especially for children new to fishing ."
1415,neutral,"The report profiles 614 companies including many key and niche players worldwide such as Black & Decker Corporation , Fiskars Corporation , Fiskars Brands , Inc. , Husqvarna Outdoor Products Inc. , K+S Group , Ryobi Technologies , Inc. , The Scotts Miracle-Gro Company , and Van Group , Inc. ."
165,positive,"Both operating profit and net sales for the nine-month period increased , respectively by 26.6 % and 3.4 % , as compared to the corresponding period in 2006 ."
3,positive,With the new production plant the company would increase its capacity to meet the expected increase in demand and would improve the use of raw materials and therefore increase the production profitability .
3308,neutral,The orders are part of a long-term development plan of Latvijas Finieris .
4113,neutral,As a consequence the Works Council had withdrawn its petition to suspend the reorganisation .
3666,neutral,Lieksaare Oy has earlier been regarded under the control of Saarelainen Oy and the individual shareholders under the shareholder agreement .
3790,negative,The company decided at the end of 2008 to temporarily shut down its ammonia plant in Billingham and extend the maintenance period at its Ince facility .
907,neutral,The newspapers of Alma Media and Arena Partners will enter a cooperation agreement on using Alma 's marketplace services in their respective regions .
2662,neutral,The output of the contracts totals 72 MWe .
2397,neutral,Airbus will attempt to evacuate up to 873 people within 90 seconds .
4446,negative,Kone shares dropped 4.1 percent to  x20ac 43 US$ 55.77 in Helsinki .
3542,neutral,"BAVARIA Industriekapital AG 's 2006 revenues were EUR 333 million , with an EBITDA of EUR 51 million ."
2419,neutral,"Before FKI , John Jiang has worked in several general manager or senior business consultant positions for international companies in China ."
3189,neutral,The company expects to open its first online shop in the US in the summer in 2011 .
1860,positive,Poyry has a good track record of major transportation projects in Latin America .
4549,negative,The administrators have indicated a need for 900 job cuts at the Irish insurer over the next 15 months .
3324,neutral,The platform would continue to be the development framework for Symbian and MeeGo .
2555,neutral,Related links : Flexiblebaseloadoperation TheWartsila32generating set Gasconversions This is the shorter of two versions of this press release .
3672,neutral,Margin call of Zanadvorov has given the chance to make such purchase under the credit of Deutsche Bank for USD 560 million .
3383,neutral,"The transaction covers a building lot of 46,763 sq m and factory buildings of 19,631 sq m. Since the autumn of 2007 , when Scanfil discontinued its production operations in Oulu , the facilities have been partly leased to other parties ."
3962,neutral,"Under the agreement , Larox will transfer 10 employees within engineering and documentation related to delivery projects and product maintenance in Finland to Etteplan as of January 1 , 2007 ."
1741,positive,"`` Overall , we 're pleased with the startup curve ... and we 're pleased with the quality of the paper , '' Stora spokeswoman Patricia Dietz said Tuesday ."
2499,neutral,Kershaw takes up the position with immediate effect from her previous role as marketing manager of Sankey Home & Garden Products .
395,neutral,"At the same time , the market for automated liquid handling devices is already larger than that for pipettes , according to Biohit ."
625,positive,`` Ixonos has a rich heritage in developing leadership experiences in the smartphone segment .
695,neutral,The European Central Bank ECB is anticipated to raise its benchmark interest rate in the second half of 2011 at the earliest .
3997,negative,"The sale will result in a capital loss of EUR5m for Solidium , which obtained Tikkurila shares in March 2010 ."
947,positive,"Estonian telecoms company Elisa 's customer numbers cross 400,000 TALLINN , Oct 22 , BNS - The Estonian telecommunications company Elisa won approximately 50,000 new clients in the nine months of this year , bringing the number to 401,800 by the end of September , the company said ."
761,positive,Espoon kaupunki awarded contracts for personal care products .
3430,neutral,TN means that the handset supports TeliaSonera 's Telia Navigator global positioning system service .
2739,neutral,"A total of 38,244 new Citycon shares with a nominal value of EUR 1.35 per share were subscribed on 19 April exercising the A-B-C options based on the company 's stock option plan 1999 ."
2311,neutral,The impact of this acquisition to Teleste 's net sales for 2010 is estimated to be approximately EUR 2 million .
4338,neutral,The company says it is difficult to estimate the market situation for the whole year 2009 .
1383,neutral,"The group also plans to launch the 270 room Atria Grand , Whitefield , a five star luxury hotel , in 2009 ."
2228,neutral,"The Group 's consolidated net sales for 2009 totaled 1.5 billion euros and it employs approximately 10,000 persons ."
1443,neutral,"Thus the group 's balance sheet will have about EUR25 .8 m of goodwill , the company added ."
4039,negative,"Operating loss totalled EUR 5.2 mn , compared to a loss of EUR 3.4 mn in the corresponding period in 2008-2009 ."
645,positive,Finnish sports equipment maker Amer Sports Oyj ( HEL : AMEAS ) said today that its net loss narrowed to EUR 16.9 million ( USD 22.3 m ) in the second quarter of 2010 from EUR 23.2 million in the corresponding period a year earlier .
1882,positive,"`` Nokia 's Calling All Innovators Africa competition has been specifically launched to enable developers to create locally relevant , best-of-breed mobile applications . ''"
3802,neutral,"The company 's set of services include digital printing , printing preparation , offset-printing , after-treatment services and send out services ."
4611,neutral,"Compared with the FTSE 100 index , which fell 35.2 points ( or 0.6 % ) on the day , this was a relative price change of 0.6 % ."
2598,neutral,"The company operates its business through two reportable segments , including Banking and Investment Services , and Non-Life Insurance ."
2541,neutral,Payment of shares shall be effected on subscription .
4404,negative,"Lassila & Tikanoja 's operating profit excluding non-recurring and imputed items for the second quarter was EUR11 .3 m , down from EUR13 .8 m a year ago ."
2822,neutral,"At the end of March 2009 , the company 's loans amounted to EUR 10.113 mn ."
4288,neutral,"When cruising , the revs fall as less engine output is required ."
